,Unnamed: 0,id,tweet,subtask_a
3403,3404,31315,@USER Indbegrebet af klassen. En stor fedt klasse.,OFF
3404,3405,59920,@USER åh mine skide guder.,OFF
3407,3408,79718,"@USER Eminem er muligvis en vred gammel mand, der råber om unge mennesker, men jeg ville virkelig IKKE være interesseret, medmindre han ville være klædt som en Roblox-karakter, mens han rapper",OFF
3411,3412,80869,"@USER Hun er ikke en anti-trumf. Hun er en racistisk race-agn, der ikke er bedre end Alex jones og andre crazies",OFF
3412,3413,11327,"@USER @USER Du skal se lidt på dit Twitter-feed. Jeg er hverken republikaner eller racist, men det er det eneste, som liberale kan sige om folk, der ikke er enige med dem. Så vidt Hillary Clinton er beviset allerede fremlagt, men Obama gav hende et pas",OFF
3413,3414,47806,"@USER By på 1 499 900 mennesker, der ikke knepper &quot;har ikke den samme ring til det&quot;",OFF
3415,3416,97780,@USER @USER @USER Dum kanin 🐇 love og regler er ikke for liberale.,OFF
3417,3418,45761,"@USER. @ USER kan ikke forlade hurtigt nok. Det er &quot;konservative&quot; som ham, der har skabt så stor frustration blandt @USER # RINOs uden rygrad fremdrevet @USER-formandskab!",OFF
3419,3420,24726,"@USER Hver gang liberale tror, at de får en sejr, stemmer de ind i deres hoved cheerleader. Derefter er de klar over, at det seneste bombeskal endnu engang er noget, og går tilbage til deres elendige eksistens, der spiser chunky ape (ikke racistisk) og ser Netflix",OFF
3423,3424,68459,#paytoplay Hendes Gofundme er over $ 200K Liberale er samfundets bundfodere. #freakyford URL,OFF
3424,3425,40962,@USER @USER #Westminster @USER #Tories @USER @USER @USER @USER Helt patetisk #appeasement 😠😠😠,OFF
3425,3426,19091,"@USER @USER @USER De skræmmende supererfarne kyndige medlemmer af Antifa @USER er ingen kamp for! # Sarkasme Et alvorligt spørgsmål er, hvorfor de venstre ledere manipulerer de uintelligente uerfarne ungdomsgrupper, det er form for at drage fordel Misbrug af den uforsigtige svage URL",OFF
3428,3429,41366,@USER UR SÅ FUCKIDNG PRETTY PERHAPS JEG UDSKUDT TEARS URL,OFF
3431,3432,11271,"Mød Walter: Walter er sandsynligvis # Maga.Walter mener de løgne, han fortalte dagligt om en imaginær #WalkAway bliver talt om i intet farvesamfund, fordi det er # fakeNews.Walter forstår ikke mindretal forfølgelse for at huske, hvad du gjorde med dem. .Walter spiser tånegle URL",OFF
3434,3435,53662,"@USER Wow ... Hun ødelægger en fyrs liv. Hun har anlagt sag. Hendes far går i retten, og hun har ikke fået nogen indkaldelse. Hvis hun allerede havde strakt dette. Det ser ud til, at hun har gjort noget forkert. Politiet skal tage sagen videre. Den, der er skyldig, skal straffes.",OFF
3435,3436,18220,"@USER @USER Hun siger, at hun vågner op af søvnen, og tænker, at hun får Trump. Hun har brug for en psykiater! ASAP",OFF
3436,3437,16922,"@USER hvorfor er dette overhovedet relevant? Lad os også fortælle det, når nogen har en pakke ryger eller en 6 pakke øl også i køleskabet, mens du er blandet af det, Tabloid garbage ffs",OFF
3439,3440,38765,"@USER Serien voldtægt syntes ikke at være et problem for liberale med Bill Clinton og Hillary, der aktiverede ham? Gå figur - kan du sige hykleri?",OFF
3440,3441,82925,"@USER Hvordan kom du dit sted, mens du stadig var så dybt uvidende?",OFF
3441,3442,43631,"@USER @USER At retfærdiggøre hans død for racister og bigots. De er undskyldning for, at han havde ukrudt, så han er en kriminel og fortjent at blive myrdet. Vent bare til undskyldningerne starter.",OFF
3442,3443,49894,"@USER @USER Paven er medskyldig. Foretag ingen fejl. Enhver, der skader et barn. . .",OFF
3450,3451,58056,"@USER @USER Hun siger, at hun er dybt religiøs &quot;... hun sagde ikke&quot; hvilken &quot;religion ... satanister er meget religiøse ... Fred&quot;",OFF
3455,3456,17387,Du kan tegne en lige linje btwn ppl der synes: @USER er sandfærdige MSM løgne #Kavanaugh behandles uretfærdigt # CodyWilson blev oprettet Zimmerman havde ret En væg er god Flygtninge er terrorister #BlackLiveMatter er racistisk Omvendt racisme er rigtigt Kap er respektløst # MAGA,OFF
3460,3461,47681,"Bare stem for guds skyld og gå videre. Det er et ikke-spørgsmål om 3 måneder. Tillad ikke, at biblioteker dirigerer dig i fælden. Hær fucken, og lad os gå! Seriøst #Kavanagh #scotus #maga",OFF
3461,3462,47014,"2/5 Grundlæggende argument: Canada vedtog våbenlovgivning, men ALLE pistolkriminalitet stoppede ikke. Derfor .... pistolregulering er ineffektiv. Den eneste kilde til stor påstand om, at pistolkontrol er en dyre fiasko og ikke har en målbar effekt på kriminalitet &quot;er artiklen af pistoladvokat Gary Mauser.&quot;",OFF
3465,3466,33810,"@USER Kommunist Elite Roger Goodell underviser en dødsfase i etisk liv til sine døtre. Skamfuld Skamløs venstremøtrik, der ødelægger fodboldsporten i stedet for holdarbejde og værdier til flag",OFF
3473,3474,32644,"@USER @USER Maxine har brug for at konsultere et skrump, fordi hun lider af trumf-syndrom",OFF
3474,3475,58307,@USER Hun lyver 100%. Men du forstår ikke sindet hos en venstreorienteret nutjob-liberal. De er en kult. Penge betyder intet for dem. Det stopper trumf på nogen måde,OFF
3479,3480,91292,"@USER Ikke rigtig. Pistolkontrol begrænser en kapacitet til personlig sikkerhed. Det gør det endnu sværere for gode mennesker at købe våben lovligt. Det vil endda gøre det svært for kvinder at skaffe kanoner til selvforsvar. Bare hold et simpelt system for baggrundskontrol, som vi allerede har.",OFF
3482,3483,31027,"Alaye tur, hvis din maga don betaler",OFF
3484,3485,56134,@USER Chicago har rekordantal mord! Deres lovgivning om pistolkontrol fungerer ikke!,OFF
3488,3489,71573,"@USER atDen zombie-gåtur var lidt skræmmende. Husk da den zombie sagde, at han skulle spise Shons røv💀",OFF
3490,3491,89187,"@USER Han vidste, at e-mailen blev frigivet tidligere! Bare pander til sin uvidende base",OFF
3491,3492,48175,"@USER Åh, jeg var aldrig i tvivl .. Læs alt om de beskidte krige .. Han er en sløv POS .. jesuitt, der tilber Satan ..",OFF
3495,3496,58389,@USER @USER Besæt Wall Street ..... hvor kvinder blev voldtaget,OFF
3496,3497,34522,@USER du er en DISGRACE,OFF
3500,3501,50419,#HanoiJane Fonda-kampagner til pistolkontrolforanstaltning; Vil det slå tilbage? - Liberty Park Press URL,OFF
3501,3502,95547,"@USER Ingen mishandler hende, men I behandler alle Kavanaugh. Denne mand er muligvis uskyldig, men du liberale springer på dette bare fordi du hader Trump. Så I gør alle de rigtige ting, og efter 36 år er det hendes ord mod hans, så der er ingen konkurrence.",OFF
3502,3503,92027,@USER du er ved at kneppe medicin min fyr,OFF
3508,3509,41745,"@USER hjælp! Jeg har allerede en bekræftelseskonto, men når jeg prøver at bruge den, vil den have yderligere detaljer (pas), som jeg ikke har med mig. Så jeg ringer i stedet, og efter to minutter med meningsløse beskeder fortæller det mig, at du har travlt og læg på !!! Hvilken skidt service.",OFF
3509,3510,55081,@USER @USER @USER Du er sådan en lier og alt for penge. Ingen vil have &quot;francoisme&quot; her i Spanien! Undtagen ppl som dig og dine fascistiske separatister-venner til at ryge skærmen for alle penge-underslæb her i Catalonien! Hvorfor er alle dine venner med Vlaams Belang? &amp; de italienske nazier? NAZI URL,OFF
3516,3517,89377,@USER @USER Dette er dumt! Hvad er pointen?,OFF
3518,3519,43978,@USER Bid din onde tunge !!,OFF
3519,3520,82217,@USER 😂 😂 😂 Du er en vildledende URL,OFF
3521,3522,63699,"@USER @USER Daniels sagde, at hendes job ikke afspejler hendes karakter, virkelig. Hun er en billig, sleezy porn skøddanser. Det er ingen hovedvej &quot;at indtage den type job&quot;",OFF
3527,3528,59415,"@USER @USER @USER Understøtter en apartheidstat, der begår internationale krigsforbrydelser. Skam dig.",OFF
3533,3534,56010,"@USER @USER Jeg taler om nogen med en historisk baggrund og arv fra Guns. Hun er en romersk katolsk ... De er generelt alle til pistolkontrol. Du gør din forskning, sir.",OFF
3534,3535,29316,"En Pittsburgh #Antifa-celle, der leder våbenuddannelse for at bekæmpe racister i gaderne &quot;omfavner åbent massemord.&quot; MLM &quot;i denne graffiti står for marxist-leninist-maoist. Maos kommunistiske regime dræbte 45 millioner mennesker i den venetianske balsal, ved kapacitet. 🇺🇸 &quot;",OFF
3540,3541,93983,@USER Qual? URL,OFF
3543,3544,22354,@USER du er en beskidt cum dumpster,OFF
3544,3545,31185,@USER @USER @USER @USER Navn de sociale uretfærdigheder forårsaget af GOP og døden af enhver forårsaget af medlemmer af det tør jeg dig. Hvor mange mennesker har mistet deres liv til det idioti med pistolkontrol?,OFF
3545,3546,76403,"@USER Det løste problemet i Chicago okay !! Jeg ville ønske, at disse ”ledere” skulle tænke på noget andet for at få opmærksomhed. Pistolkontrol bliver gammel.",OFF
3548,3549,41881,@USER Jeg kan se bryster lol 😂😜😘😇,OFF
3557,3558,18562,"@USER @USER Vær sikker, du fucker",OFF
3565,3566,72471,@USER Det går ikke langt nok. Jr. Du skal i fængsel .... forræderi ....,OFF
3566,3567,60779,"@USER @USER taler du om mig? Jeg er mere grøn end MAGA .. undskyld, hvis min Twitter-grammatik ikke er på niveau med dig .. mine øjne er dårlige .. måske vil du også kritisere min seneste artikel tak. Jeg har ikke godt betalt redaktører, så jeg er sikker på, at jeg slipper URL",OFF
3568,3569,42634,Faktisk er nvm DC-animerede film lort,OFF
3571,3572,80705,@USER @USER AF KURS HAN ER! DET KORRUPTE DEMOKRATE PARTI ER I STAKE! #MAGA # WWG1WGA,OFF
3572,3573,93689,@USER Pleje virkelig endda hvad der kommer ud af hans tåbelige og irriterende mund? Gå hjem David og lad de voksne #MAGA,OFF
3573,3574,60054,"@USER @USER @USER Ja! Venstre er alle Se på mig! Jeg er et offer bare fordi en mand holdt mig nede, dækkede min mund og prøvede at rive mine tøj for at voldtage mig. Boo hoo. Og hans ven viste musikken op for højt til at dække mine skrig, og det gjorde ondt i mine våde ører &quot;Kom over det allerede, amiright?&quot;",OFF
3574,3575,62224,@USER Har hun lavet en slags seksuel eller dårlig joke? Venstre kan virkelig godt lide at få hende til at gøre det,OFF
3575,3576,95720,"@USER Folk ikke en protest mod vores store præsident. Dette var ren og enkel måde at få mere våbenkontrol på. Våben på campus (pistolfri zone) bar et skjult våben (ulovligt). Denne fyr prøver bare at forårsage mere pistolkontrol, ellers havde han skudt sig selv i hovedet.",OFF
3577,3578,27133,@USER @USER @USER Han. Er. A. Sociopath. De er ikke i stand til at føle empati. Periode.,OFF
3583,3584,93762,@USER @USER Serena blev outplayed og fungerede som en forkælet brat. Hun er ikke over reglerne,OFF
3584,3585,58303,@USER @USER Sender kommissioner til dig for de kardinaltab med dette brioche kanelrullebillede. URL,OFF
3589,3590,26169,@USER Hvem fanden er du?,OFF
3590,3591,27700,@USER Enhver er et mål for Venstre Venstre. MÅL? Anstændige gudfrygtige konservative vil videregive Gov-tjeneste! RESULTAT? Landet er skadet! Tillykke til Venstre - dine ANTIFA blomster i Amerika!,OFF
3593,3594,19183,@USER @USER @USER Du har fejl ved at se på et stort problem gennem et smalt objektiv.,OFF
3598,3599,46757,@USER Fuck NFL,OFF
3604,3605,38951,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Opfanget noget ild og i dag. Det er virkelig godt, men det er grimt som fuck. Jeg sendte det næsten videre, men han røget aj med mig, og det er skidt ild. Skulle ønske vi kunne dele en skål min bror ✌️💚",OFF
3617,3618,72010,"@USER Jeg fandt altid, at liberale og progressive var de spartanske. Alle de socialister, jeg kendte, ønskede at leve så godt som de havde råd til",OFF
3618,3619,26488,@USER @USER Så hvorfor fanden valgte de ham,OFF
3623,3624,61704,@USER Et rungende NEJ! 🇺🇸 #MAGA,OFF
3626,3627,61039,"@USER @USER Er han? Ved han det? Er du sikker på, at han ikke er ude af golf ?? Eller måske tweeting som en galning. Jeg ved, at han planlægger sin næste #MAGADingDong-rally. Han var aldrig præsident. Du skal bare hjernevasket for at indse det.",OFF
3627,3628,60393,"@USER @USER Og alligevel har han lov til det. Kongressen skal være en kontrol af denne klovn. Hvis vi får kontrol over kongressen, skal folk skrive nogle love for at forhindre, at dette sker igen.",OFF
3628,3629,14289,@USER Hun er maaaad irriterende!,OFF
3629,3630,88788,"@USER Niggas wellin, hvis de vil leve i en verden med uendelige verdenskriger og død og kaos. Min helt er bogstaveligt talt anime X-men",OFF
3630,3631,69466,@USER @USER @USER @USER Han kommer til ur uldne tæver,OFF
3631,3632,46601,"@USER BARE BLEVET EN PLANTATION, hvide liberale har sorte mennesker under tommelfingeren, og enhver sort person, der prøver at komme ud fra under deres gamle orden &quot;betragtes som en af dem store negre, for smart for hans tæpper. De får alle de andre gode lil negroer for at lære dem en lektion. &quot;",OFF
3635,3636,94383,"@USER Spis min røv Oh min gud, du bliver bedre",OFF
3638,3639,65093,@USER Du er uvenlig med pin !!!,OFF
3640,3641,62553,"@USER Lolol Gud, han er sådan et ** hul.",OFF
3644,3645,53176,"@USER Efterhånden som det kommer nærmere november er venstre fuld i paniktilstand, deres talepunkter vil for evigt være 25. ændring. Ok idioter, lad os se dig prøve det.",OFF
3647,3648,88321,"@USER @USER Jeg ved nøjagtigt, hvordan det fungerer. De stjæler penge gennem reguleringer og skatter, og folket kan ikke gøre noget ved det, fordi regeringen har monopol på vold. Hvorfor tror du, at demokrater desperat har brug for pistolkontrol? De ønsker endnu mere magt over folket.",OFF
3655,3656,28428,@USER Hvad en freaking røv.,OFF
3656,3657,82183,"@USER Ja mødre, nu er det, hvad den forvirrede venstre får dig til at gøre med dine små drenge! Skal vi virkelig lade dette ske? Ren ondskab! #VoteDemsOut #MAGA # 2020 # Bekræft JudgeKavanaugh @USER URL",OFF
3658,3659,30333,@USER åh nej jer censurerer overhovedet ikke det rigtige ... skide hykler URL,OFF
3660,3661,84950,"@USER Jeg kan godt lide det efter at have dateret i 8 måneder forstår du det endelig, når jeg kryber ved ordet cock lol",OFF
3661,3662,59802,"@USER @USER @USER skal du slukke for første start! Du råber alt for meget, og det ser ud til, at du er en røvhul. Når du er på sæt kan jeg ikke høre andet end skrig. Dens åbenlyse @USER kan ikke lide dig og @USER og @USER var som fyr stfu !!",OFF
3664,3665,21807,"@USER Pistolkontrolmøtrikker må ikke beskyttes af det, de angiveligt foragter. Hun kan bruge en kniv. #DisarmHarrisNow",OFF
3667,3668,69454,"@USER Venstre elsker sikkert at bruge andre menneskers penge !!!!!! Håb og forandring &quot;fungerer virkelig godt for Obamas, der er flere millionærer. Deres formuer er virkelig ændret til det bedre !!!!!! Hvis liberale har nogle hjerneceller tilbage, ville de stemme for præsident Trump!&quot;",OFF
3670,3671,49740,"@USER @USER @USER Præcis. Jeg har ikke set på to år, og jeg nægter at gøre det. Som tidligere @USER-fan tror jeg Jerry Jones er en skændsel for de mennesker, der har bidraget til at gøre ham så rig som han er.",OFF
3671,3672,21614,@USER Hvad vil Tyskerne give os? Våben kontrol ?,OFF
3672,3673,24879,"@USER @USER @USER @USER Kate, pistolsikkerhed &quot;er bare et kodeord for pistolkontrol. Der er ikke noget&quot; sikkert &quot;ved pistolkontrol. Det begrænser bare lovlydige borgere. Lovbrud ignorerer ALLE love. Vågn op! I folk i MN har brug for at gå af den liberale vogn. Stem kun for patrioter ... Stem rødt! ✝🗽🚂⚓🇺🇸 &quot;",OFF
3676,3677,58379,"@USER @USER @USER Forestil dig ikke bare, hvis vi fandt et billede af Bret, der holder en kvinde som denne. Venstre vil blive sindssyg",OFF
3678,3679,70729,"@USER @USER @USER @USER @USER Aaron finder afsendelsen, hvis et lokomotiv er sjovt. Han er klar over, at det symboliserer de tog, jødene blev sendt til deres død på.",OFF
3681,3682,55959,"@USER @USER @USER Venstre klager over ikke at have tid til at evaluere poster, men de sidder på et anonymt brev i uger og venter som en kriminel for at myrde karakteren af en god mand i slutningen. Ansvarlig. @USER @USER @USER @USER @USER",OFF
3685,3686,97694,"@USER Uhyggelig Joe med strejfende hænder for små piger er en af de mest ikke-krediterbare demonstrationer, jeg nogensinde har set. Han &amp; Jill vil ikke tale om alle de modbydelige perverse handlinger, som han bare har deres had og misbilligelse af de konservative og Trump. Ligesom Hillary bare hold kæft og gå væk.",OFF
3689,3690,76063,@USER @USER @USER @USER Røde roser sværmer. Konservative slår op. Vi har brug for vores eget verb.,OFF
3690,3691,12812,"@USER Monumenterne, der vil blive revet ned i de næste 10 år? Meget til bestræbelse for vi konservative",OFF
3691,3692,40221,@USER @USER du tæver psyko,OFF
3694,3695,15689,"@USER og han fjernede forfatningen fra os. Kongressen nægter at gendanne det for os, hvorfor er det? Artikel 4, stk. 4 blev fjernet .. og på grund af dette er der IKKE nogen lovgivning om pistolkontrol. OBAMA er en dum mand",OFF
3696,3697,62862,@USER Fedt røv .... hjerteinfarkt by ..... fortsat spise fedt røv ....,OFF
3697,3698,81677,@USER @USER Hun er datter af sine forældre. Alle ulogiske hykler.,OFF
3699,3700,29954,@USER @USER Lad os bruge TREASON-lovene til at fjerne Holder fra planeten ...,OFF
3700,3701,17332,@USER Jeg slår din røv.,OFF
3703,3704,51869,"Noget hjælper. Tak #Patriots #Maga, og hvis du ikke hører fra mig, takke enhver, der hjælper og deler dets bc im om at miste signal her i regnen og batt vil dø, så jeg skal komme til et sted at tilslutte. Tak igen folk og Gud velsigne URL",OFF
3704,3705,71525,"@USER @USER Jeg troede, du sagde, at NYT “fejler” og “falske nyheder”. Så dette kan ikke være sandt; det består!",OFF
3706,3707,72493,"@USER @USER @USER Og det gjorde de. PR er et lort hul, der drives af korrupte Venstre. Det blev ødelagt, og det vil tage år og år og år at genopbygge.",OFF
3709,3710,50482,@USER Børnlig og uprofessionel.,OFF
3710,3711,66815,"@USER America vil være bedre stillet, når du går på pension Flakey Jeff Flake. Gå væk.......",OFF
3712,3713,40736,"@USER @USER Ikke en af disse ”journalister” nævnte arrestationen af den korrupte borgmester i går. Jeg antager, at de havde travlt med ikke at blæse væk i vinden",OFF
3716,3717,14223,"@USER Jeg tror, Becka hører hjemme i det rum med papirkurven, der kommenterer sådan. Jeg hører ikke dig fordømme ANTIFA ... som ironisk nok modellerer deres flag efter nazisterne.",OFF
3717,3718,62842,"@USER @USER Ifølge de liberale ja! Skyld, medmindre hun beviser sin uskyld! Vent, er du en mand? Hvis ja, så kan du ikke stole på nogensinde! Hvordan tør du gøre et krav mod en kvinde! Kvinder er over menneskets synder! Vi er perfekte!",OFF
3722,3723,77863,"@USER Total psyop på dette tidspunkt til at vrede liberale og holde dem splittede, så de ikke forlader deres ked røvparti.",OFF
3724,3725,31309,"@USER @USER Ord forårsager hendes musik SLAPS DER ER IKKE NOEN GRUND, DET BØR IKKE SELGER UD STORE ASS-SHOWS (idk, hvis hun er eller ikke er, men hun FORTJENTER)",OFF
3725,3726,83731,@USER Rusland havde Ivan den frygtelige. FSU har Willie the Terrible. Han skal over for FSU hvad Bitch Rod var til Michigan og Tango Charlie var til Texas. Vi betaler dette stykke lort $ 5 millioner for at sætte 10 point mod vores første to FBS-modstandere. Selv Western Michigan scorer 41 mod Syracuse.,OFF
3727,3728,91953,@USER @USER @USER @USER Republikanerne har intet tegn på at have en plan for noget af det. Og Fuck Trump &quot;i betragtning af hans fiasko er en legitim platform. Det er bedre end det republikanske sikker-tragedie-alternativ.&quot;,OFF
3728,3729,98670,"@USER To fremtrædende bagudkonservative er fjernet fra Texas-uddannelse. Det ser ud til, at de er så blinde døve og stumme, som Helen Keller engang var.",OFF
3731,3732,88903,"@USER @USER Og det er her, du ser, hvad du vil se. Du tror, at disse mennesker vil se mandige og magtfulde ud. Jeg ser dem udtrykke solidaritet. hvad en nytteløs ting at spotte.",OFF
3734,3735,19073,"@USER Eric, du har en masse bolde ...",OFF
3737,3738,10420,"@USER Nordirland var eksplicit designet, så den britiske virksomhed kunne stoppe med at være opmærksom på Irland. De har været ligeglade siden 1921.",OFF
3740,3741,21861,@USER @USER @USER Hvad et stykke lort,OFF
3741,3742,62826,"@USER Han fortæller dig, at han ved, hvor hans ryggen er. Skriver &quot;røv&quot; med bunden. Hvad mere bevis for højere intelligens har du brug for?",OFF
3743,3744,14306,"@USER @USER @USER @USER ☝️ Hvad &quot;Trumptards&quot; vil gøre med beskidte liberale i november. Jeg var tålmodig i starten, men nu er det klart, at venstre har absolut nul hensigt at spille efter reglerne. Jeg håber, at præsident Trump KRYSER din vittighed om et parti i fuldt omfang af loven.",OFF
3744,3745,27802,"@USER Det er enten de leder efter lort efter nogen anden, eller de kryber 😂",OFF
3750,3751,94554,"@USER Jeg vil også vædde på at du håner handicappede. Sjovt, hvordan MAGA-mængden kan lide at vælge de svage og støtte de magtfulde. Som bøller. Spekulerer på, hvem din rollemodel er?",OFF
3751,3752,70231,@USER @USER Jesus hun er den ondeste blandt cunts,OFF
3753,3754,37572,"@USER @USER @USER Og din pistolkontrol har ikke reduceret mordet. Din mordrate er ikke faldet efter alle disse pistollov. Den er dog steget. Nyd at bøje et knæ til de mennesker, der ikke rigtig lort om dig.",OFF
3754,3755,14879,"@USER Dette er dumt. En europæisk regering må tage en beslutning, der berører hele planeten. Også hvordan ville de endda håndhæve dette? Gør de fejl hver eneste computer i verden?",OFF
3756,3757,19675,"@USER @USER Nå, hun er halv ret ... hun er lort",OFF
3758,3759,84092,"#God medierne, der bruger kriminelle som helte til at skubbe efter pistolkontrol",OFF
3761,3762,57645,@USER Bono er en fakir. Stemmer altid hånden ud for en andens sorteper. Måske det være hans koncerter. Skatteunddragelse. Foredragsamerika om Afrika. Han har aldrig sat sine egne penge op.,OFF
3762,3763,88582,"@USER Hvad er du bange for liberale. Du skreg om gennemsigtighed! Nu hvor POTUS gør bare det, du skrig for at holde det hemmeligt. Sandheden er der. Du vil ikke have det set.Liberals er hyklere, og alfabetbureauerne har nogle dårlige æbler involveret i et blødt kupp. Hæld kryds",OFF
3764,3765,60315,@USER @USER Ikke nu Helvede nej han tilbød at sidste år ikke gå nu.,OFF
3770,3771,35710,"@USER Jeg elsker det, at de våde liberale er så bange for USA. Og alligevel er de så ivrige efter at tackle det ikke-demokrati, der er Europa.",OFF
3771,3772,70296,@USER @USER Det er skidt uhøfligt at gøre det,OFF
3774,3775,97778,@USER @USER @USER @USER Uddannelsessystemet styres af liberale og arbejder på at slave vores børns sind. Kæderne til mental slaveri skal fjernes for at redde fremtiden for vores store nation 🇺🇸,OFF
3776,3777,69957,"@USER @USER @USER Ærligt talt, dine mennesker er alvorligt villige! Det er en god ting, at flertallet af fans i Ottawa er uddannet! Fordi ppl som du er skræmmende!",OFF
3777,3778,21206,"@USER Coverup stadig. Og satse på, at den anonyme forfatter af op-ed i NY-tider den 5. september var selve ny-tiderne !!!! Ingen sr administrator af #Potus. Men fnug siger, at det siden blev nægtet at navngive skribent ... ALT FOR AT STIR OP CRAP INN #TRUMP Camp !!! Og #Maga",OFF
3780,3781,23394,"@USER Skam over tennishierarkiet, der stjal det fra Serena. Hun er et bevist træk, og racisterne på øverste led kan ikke klare det.",OFF
3784,3785,96773,"Aftalt fantastisk idé! Skulle ønske, at vi også kunne fjerne hende fra eksistensen! #MAGA #PatriotsUnited #ProLife #ProIsrael #WeAreQ. URL",OFF
3788,3789,12774,"@USER @USER Jeg er ikke en muppet. Jeg er en 6&#39;2 ”215 lbs vælger, der er af Puerto Rican anstændigt, der ikke tager BS fra hvide liberale som dig.",OFF
3790,3791,75809,"@USER 3 / du kan ikke lide Justin alt hvad du vil, men de konservative har ingen planer om endda at overveje klimaforandringer og har brugt BLATANT forkert information til at føre folk som dig selv til at tro, at det er Trudeaus skyld, vi forhandler med en fanden sociopat sydpå",OFF
3791,3792,52021,@USER Indgående &quot;ond soja&quot; sammensværgelse nødder,OFF
3796,3797,11090,@USER @USER @USER @USER @USER @USER @USER Eller en piss up i et bryggeri !! Hat,OFF
3800,3801,90586,🇺🇸 TIL SALG - KØB #Amerikansk #Flag #USA ▶ Shopping-Salg .org ◀ # USA_Flag_4U # Shop_8_9 #MAGA #AmericaFirst @USER #Trump # POL_8_27_QX URL,OFF
3803,3804,73062,@USER @USER kommer nu smerten ............... # MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 # WWG1WGA URL,OFF
3805,3806,39762,@USER der i Amerika ikke er taknemmelig for vores militær?!?!? Hendes mand døde ikke på slagmarken ... han døde derhjemme !! Hun skulle kæmpe for pistolkontrol og stærkere love om mental sygdom! @USER handler om politiets brutalitet ... hun burde uddanne sig til spørgsmålene,OFF
3810,3811,94146,@USER @USER Du er et pikhoved for det😂,OFF
3812,3813,63069,@USER @USER Juan har brug for at tjekke sig selv. Han er fuldstændig ude af kontrol.,OFF
3813,3814,43202,"@USER @USER Sjovt, fordi han er en dildo!",OFF
3814,3815,82230,@USER @USER Helvede med de liberale. Flyt dem alle til Californien og bygg en mur på den østlige grænse,OFF
3819,3820,44366,@USER Modbydelig .. pædofil,OFF
3821,3822,39469,"@USER Jeg ved, at en hel masse mennesker spytter en hel masse bullshit lige nu idk, hvis du nogensinde vil se dette, men jeg beder om, at du ikke føler nogen måde er ansvarlig for, hvad der skete i dag. Du har allerede været igennem så forbandet meget. Bare ved, at du er god, du er fantastisk, jeg elsker dig.",OFF
3826,3827,20123,"@USER Hvorfor ikke begynde bevægelsen ved at opgive nogle af gårdene og mine krav hævder, at du og dine forbindelser tog, mens du stadig var relevant. Den vej; vi kan vise din bekymring for os. Fra hvor jeg står; du er bare endnu en bitter polutiker. Kærlighed begynder hjemme baba.",OFF
3832,3833,36883,@USER Vi er &quot;Tilfældigt kneppet&quot;,OFF
3834,3835,14490,@USER @USER HVORDAN TURER DU !!! Kappa,OFF
3837,3838,94885,@USER @USER BOOP POLITISKE AFDELING Frys OH SHIT HUN ER FOR FOR AT SKÆRE ÅBEN BOOPBOOPBOOP URL,OFF
3838,3839,41268,"@USER @USER @USER Kunne være enten. Venstre som dette har ingen skam og vil gøre &quot;noget&quot; Jeg formoder, at det er sidstnævnte.",OFF
3841,3842,99111,"@USER @USER Ezra er en kakerlak, der har brug for at have lyset på.",OFF
3843,3844,90223,@USER HPLYK FUCK,OFF
3846,3847,77031,@USER Du holdt et SCJ-sæde åbent i over et år med Merrick Garland. Det er ikke fair at skubbe Kavanaugh igennem. Han er den mest upopulære nominerede nogensinde. Det amerikanske folk fortjener bedre end dette. Kvinden fortjener bedre end dette.,OFF
3849,3850,76330,@USER Hvad bryder du dig! Du går i fængsel uanset. URL,OFF
3851,3852,58948,"@USER Jeg spekulerer på, om de er ofre for sextrafik?",OFF
3852,3853,51116,"@USER @USER @USER er meget interesseret i, hvordan han opfattes. Antallet af mennesker, der døde, er stort set irrelevant for ham, så længe han ikke ser dårlig ud. Ikke sikker på, hvordan skylden på demokrater passer med Trumps amoralitet og manglende empati, men hans manglende evne til at tage ansvar passer.",OFF
3854,3855,56804,"@USER Hvis nogen bliver for flink til dig i happy hour og stiller sonderende spørgsmål om, hvad du gør på Pub Citizen .... skal du sørge for at trold dem og sige, at du er sammen med Antifa eller noget.",OFF
3855,3856,16387,"@USER Jeg vidste altid, at det var sådan Biden og Obama følte med hensyn til konservative. Det er bare chokerende, at de så let indrømmer det nu. Ikke underligt, at der er sådan had og vold til venstre!",OFF
3856,3857,50952,"@USER @USER Han bekymrer sig om “antifa”, mens han inviterer og poserer til billeder med kendte neonazier. SMDH",OFF
3857,3858,78769,@USER få din lort sammen,OFF
3866,3867,18912,Hvad i helvede taler disse rester om. De vil sige noget for at stoppe Maga. URL,OFF
3868,3869,40207,@USER @USER @USER @USER tid for MAGA at vende det! 🤗,OFF
3869,3870,60062,@USER Men hun er okay med at dræbe babyer,OFF
3874,3875,83241,"@USER @USER @USER @USER @USER Undskyld at bryde det for dig, men bibelens gud er faktisk bare en mindre gud fra de gamle sumeriske og babylonske religioner. Bibelen i sig selv er ikke unik i sine påstande, og den er heller ikke unik i sin manglende evne til at underbygge de nævnte påstande. Prøv igen.",OFF
